10000 50000
4322 6962 86.3392
7593 2164 50.4716
8275 2934 41.0604
6604 4409 38.0749
988 6488 21.4748
9806 8524 97.0177
8374 2972 0.100895
5378 7286 74.1298
5986 7792 47.0044
8355 9025 35.7576
6118 1189 35.4699
9795 1299 1.23835
3812 3656 30.3925
1872 7726 61.8539
9419 5639 19.9337
5594 860 1.60655
3945 6425 39.3296
8268 8875 23.8334
4564 8335 61.4086
5976 3260 97.3046
2799 6584 40.8951
1120 8658 10.5773
6618 2486 46.1789
606 3598 98.6066
8159 6775 95.7294
5828 6453 37.7495
6169 6366 27.1585
8454 9615 4.7157
1642 4905 34.9876
1164 7516 74.9579
5406 550 68.8407
9252 5838 60.1119
9124 8914 91.7476
1896 5127 85.5873
204 4909 42.2906
3349 9448 79.5494
8745 8359 22.9808
9993 5723 29.9296
2700 1679 38.1543
7476 9074 86.3209
2829 6642 87.9393
2314 445 89.9451
2237 9813 69.9185
2351 4302 14.7148
1289 8176 83.3597
1035 560 47.4164
173 7560 14.1134
1740 6414 28.5732
60 7087 78.3979
6719 7809 98.757
9297 5046 53.7238
2565 4232 53.9229
5700 6152 90.5556
6528 9270 25.5762
3410 3499 11.7839
2480 3294 75.7443
5016 7847 20.4363
3553 2135 81.0309
5990 4482 48.5772
3474 2081 26.1166
4480 2312 27.3925
1817 2936 53.2577
5691 1099 88.2011
5899 3887 7.87145
8097 1881 37.7276
9178 7980 27.724
7811 2165 81.7333
1049 1592 95.4281
9897 6715 44.9023
6457 7263 52.6285
2667 1737 70.4089
9431 5662 52.8816
1168 9914 19.1521
551 4249 23.8139
3751 8898 19.9287
979 2851 90.9048
4413 9086 12.4318
4710 9864 33.7098
332 6705 22.3876
25 1824 52.7385
5988 8791 52.0308
3106 9300 58.859
9270 30 13.0729
3823 7589 59.6336
9114 2028 15.8281
7566 5224 94.3679
339 5712 95.3238
9579 624 25.0942
2560 5819 22.876
8514 4404 55.2778
2877 4499 44.109
5712 3172 8.22171
2714 3315 70.2816
8064 9142 10.8222
2476 4420 40.6679
8135 6517 49.0669
8964 7100 24.8691
9021 6498 3.18229
2112 2923 54.446
4511 6434 35.124
9312 8851 85.3101
115 3905 62.7284
9154 125 46.7436
3730 8051 5.00592
640 2062 18.9086
8961 8167 1.7606
9811 3954 85.7309
6807 6381 50.9439
7770 5478 64.8629
7960 7640 36.5725
693 5052 45.9824
2625 2891 98.2368
5155 621 53.1981
4119 4612 18.8598
607 3167 37.4991
6599 6569 20.1207
9040 5041 99.6295
2622 129 33.0338
9318 7959 24.1773
5662 789 32.9811
5482 6301 7.73129
9086 5286 49.9097
4860 6318 99.195
8298 7732 84.9979
3292 6567 41.2463
5192 5141 8.62395
9188 66 2.74446
6655 833 71.8892
5241 4499 19.9174
1125 5959 12.8075
7805 7389 84.3613
9625 3642 77.7387
1461 7644 60.3752
1545 9081 78.6161
4971 8522 87.8216
8147 5262 7.55327
1362 8117 55.9033
2040 7757 48.5797
7183 9750 65.223
8095 6629 30.5611
4141 5469 33.24
9753 2346 27.6975
7053 326 56.6943
9765 7872 54.6814
9360 1382 43.5754
5697 4305 62.7239
9329 226 39.1264
9440 4331 71.5922
107 2753 10.0466
6703 4258 63.0914
1695 3535 2.22644
3174 1314 79.3868
6257 6711 92.3651
7951 5601 52.0027
8247 8629 58.9229
6636 2603 70.1332
6389 4997 44.2225
9262 103 27.2241
4016 6591 67.382
8937 534 19.8345
1277 2256 56.8214
4746 9453 50.7753
6902 3639 81.0156
4079 9138 74.7454
2342 5166 44.3958
9166 4264 30.3326
2680 4795 75.3295
2263 1578 4.83918
9530 9035 14.1663
6971 833 87.874
4643 4969 90.2259
4125 3127 65.8298
4698 8745 79.8205
2811 8848 84.7507
2837 5959 41.3568
790 1457 9.53154
4954 186 95.5658
2482 150 24.3451
1000 1995 22.7049
8324 2667 48.1601
8262 9385 62.2784
6375 5403 75.1331
2133 1976 60.9584
8953 320 94.0203
1545 5478 68.302
4329 1784 27.4937
8976 1600 38.2227
8346 9222 5.82904
7411 2497 35.7899
5748 2076 62.9331
9973 8384 67.0759
7889 5250 0.383169
7697 5701 29.1705
3396 8856 86.0921
2035 2200 16.1525
4766 4217 47.9142
7053 623 36.3835
4546 9066 80.5001
3296 6445 5.35444
2313 9987 69.6716
9535 5839 97.3386
5730 2672 84.2667
8396 9200 30.0535
8538 9903 9.56261
3518 4351 86.8695
2930 7692 34.7199
6489 6565 18.7969
6442 8771 79.657
6810 3097 8.17069
9182 470 51.5629
2980 4540 8.85886
1215 3938 88.5914
1107 5792 55.141
9063 8798 98.9668
8662 864 57.3625
2850 4165 47.4565
9061 3081 99.6229
3332 3457 65.1544
4131 8048 86.8615
9708 699 28.5735
2357 5945 12.7586
4514 1356 53.7287
2455 6196 84.5239
2024 9651 31.6072
7193 3012 9.73299
4180 863 49.2059
8731 4739 73.1003
443 2778 55.5646
863 8339 51.1216
7265 6318 40.2502
5165 7370 13.5827
712 5613 49.8186
4099 8219 90.0873
4474 3412 75.8031
7325 8167 21.7663
3183 6479 29.0963
1068 303 56.8534
2354 2746 86.4002
3071 2143 42.7922
6483 4406 13.4537
661 4120 54.2078
4447 2275 43.7282
6865 2585 49.2
7857 527 83.8354
3473 5383 45.9541
417 8638 94.8197
7809 8543 5.49701
9945 7326 2.40659
2266 7484 3.29416
7230 1156 26.0485
5045 5540 13.2358
6640 8662 24.4855
6280 6722 33.3454
7543 1724 51.879
2676 2606 23.4994
661 6157 27.5085
1582 5617 93.7498
1207 1964 62.2806
7399 900 76.8645
5260 7665 34.6351
7354 6368 64.9235
6016 1011 95.9102
2751 945 2.09967
2618 4386 24.4459
7759 7352 42.2306
7672 2283 83.0333
8588 9995 86.2076
1966 5140 15.7551
3553 1507 32.4701
1464 349 46.424
7841 6244 91.3854
3336 7117 31.4276
1547 178 3.94911
5505 5224 66.4159
1983 7093 35.336
3786 6442 3.19079
2802 9629 68.4116
1248 2333 61.6701
356 6670 2.48823
6780 1046 32.0763
6305 5727 48.756
952 6818 91.964
1626 6909 50.0672
5610 4590 80.2596
4198 5658 8.26883
2832 7699 94.5549
5950 218 71.7992
7914 1756 17.9478
9857 4224 55.9307
149 8107 24.2251
1527 2870 79.4632
8144 6332 58.34
3700 9418 82.8959
4866 9894 48.1122
2174 7080 50.7105
8487 6695 34.8732
6964 6520 54.2126
528 1440 99.7375
311 4225 4.04273
342 5520 88.5486
3517 3990 19.6137
1051 1423 5.85963
5437 6597 69.8964
1990 287 35.5297
6270 7395 68.7407
3668 2516 45.5422
3430 6420 6.43054
7150 685 7.30563
877 2787 43.1797
1448 4590 49.6155
6562 7504 42.6204
1099 853 84.0368
6317 6165 26.7532
8490 1238 45.948
5747 2420 54.3562
8144 3334 79.4567
3805 6925 18.7514
1175 8422 95.2088
379 6805 36.9829
5472 3004 71.1777
4477 4684 68.7009
6017 5719 42.7481
9144 7172 33.4248
9739 1403 90.8307
9611 7055 53.913
7086 5979 94.2155
642 7798 13.292
5718 3838 60.7527
6339 8935 58.9413
2062 2752 22.1048
5777 4316 88.867
6614 1757 15.6808
299 2636 83.6272
5087 8543 8.46982
3765 5998 35.5794
7339 3055 2.60682
1208 6075 31.3005
7287 8173 58.1506
6025 5717 62.1765
4419 8808 0.961734
4362 6295 8.36815
1839 195 97.7602
6986 6644 0.610146
7281 4594 11.1372
8426 4648 79.5915
9301 5814 80.5985
7862 5554 27.3691
2029 1626 2.76384
8717 4520 97.8335
3537 6801 86.8943
1568 6302 93.3288
2293 2907 48.056
7730 263 7.99438
225 9625 70.9144
323 378 93.4787
3819 8825 92.5381
2252 8705 64.826
4558 2962 24.2435
6650 8353 44.4433
1833 7639 81.1767
4493 7607 76.3855
1579 9302 67.3572
6694 266 73.7225
4493 9712 99.9833
2925 2659 52.0172
4346 4955 44.0151
5465 8900 37.8367
8089 274 24.3523
5427 9161 35.79
3994 13 19.778
5791 7102 66.7847
6083 6328 14.8716
7807 5823 67.0368
8045 1581 71.2873
7134 1881 82.0056
5948 9954 50.6169
3265 4420 90.2998
6762 5106 55.5833
2229 5350 67.3287
9636 1892 78.91
7252 5733 23.9854
2360 8518 87.3587
6078 5005 95.7183
4028 6109 66.8894
574 414 3.75722
3026 9156 29.5727
280 1636 96.9708
3610 2176 68.2365
3485 2247 25.2164
1072 679 23.6235
6948 5153 12.9619
165 9870 39.2343
6644 800 21.8723
7243 6562 97.4206
6342 9527 56.118
3635 7354 54.8503
620 2482 86.1846
3949 3666 72.4584
6581 4051 45.4584
4074 1304 26.1343
1846 5016 97.8265
7541 6983 86.4304
4288 7393 22.8816
3081 4611 51.3791
634 1064 29.6524
9032 2615 30.2086
3163 2329 33.1836
4213 8464 11.3346
3635 6524 69.0379
580 6083 25.964
6469 9225 26.1456
6035 292 41.8317
8416 6200 59.0016
4642 9877 68.2381
8107 7010 22.6104
8140 2398 51.9551
5918 9663 56.0244
6741 9292 8.43391
6284 8328 48.5379
3445 7407 99.427
1396 2778 81.8268
5836 7388 12.6224
5490 5468 1.52929
1589 3325 15.6509
2884 535 61.1572
2177 205 98.4347
3302 7863 28.4641
4601 6761 37.8572
5932 7972 69.5872
9169 6713 34.3574
950 9325 46.8566
5177 3092 14.4706
4 3978 38.6317
4779 858 51.4922
3665 5040 61.8007
7343 1720 61.5804
6020 4682 55.8949
1716 9688 22.3949
6705 2039 47.4987
505 7852 4.64349
6625 2960 48.7746
9201 2076 3.87067
4786 9419 83.4073
291 1051 35.8237
9984 6336 70.3385
6881 41 97.8559
3456 2646 3.50088
1651 7689 88.1148
604 4041 91.406
3479 8716 28.2837
2896 2891 4.98919
3932 4206 30.1677
4680 9020 54.1057
2053 5514 9.50168
4747 6442 21.8609
8505 1878 65.2962
7416 1749 85.4266
1419 4605 6.91143
2408 7287 74.7152
8473 1460 63.6785
6557 5861 89.1427
699 5491 28.1428
1766 6954 14.4069
5873 3488 3.25823
8998 5424 18.4494
3623 6327 67.3026
5402 4589 44.0614
4333 2967 97.9693
4117 3209 54.5187
4711 1279 71.8481
6615 7055 21.4885
7474 7960 7.71699
1317 4203 20.3972
1457 2117 66.3189
3051 6066 93.7738
8473 5488 81.8417
2222 5609 94.2978
9444 4886 53.6885
1437 5225 12.1535
5545 5888 80.2746
229 5690 3.46389
9067 2264 12.8469
2622 5116 49.7721
6599 2497 37.2317
330 2892 21.5978
4984 1598 59.6313
7633 4208 25.2112
4396 1315 83.5276
9955 7514 44.0073
3918 4997 67.3854
3056 9477 40.5668
9777 2574 60.4595
9446 6894 57.1038
8872 8238 38.4283
9054 9217 59.1368
7961 6709 31.6335
9137 8608 25.8121
5388 566 27.5052
7581 8569 39.7165
1749 8097 99.7389
5814 2106 47.9354
2342 3726 67.2323
6633 7506 47.0037
1396 5603 41.0022
8927 6502 23.9032
2868 137 29.3632
1412 9598 57.7185
7275 8306 53.6953
7713 5813 67.5049
9455 8211 83.6781
9276 8359 50.5171
3471 1845 70.0339
8838 5753 3.40913
9735 4418 53.1022
449 2709 50.5242
7985 3361 86.515
6248 6769 61.9369
2689 234 8.26484
5117 3574 36.4674
2436 7218 70.8558
1201 4537 33.6657
4975 6971 10.9355
8198 8287 60.1493
5912 4378 7.11611
2415 455 61.7811
3379 745 13.6814
7622 2088 53.7823
7667 3076 33.7985
7128 5946 45.6412
4803 9618 12.5703
4295 8644 77.1561
8429 9903 63.4512
864 5738 35.1517
237 4530 80.9632
2437 8558 16.8092
4279 1207 38.7438
3294 9024 95.621
8341 3916 18.0138
3967 3269 27.3391
3086 3174 47.1113
1692 2016 12.509
4855 76 3.8748
5967 6310 9.00033
4799 3279 83.9688
7952 8220 75.693
5574 8313 40.5765
2647 5709 99.2952
4852 9631 65.0778
5856 3972 5.62057
425 6812 99.978
9649 4893 36.0432
2614 6152 86.5708
4909 1407 23.4493
7578 4788 78.2987
6197 832 12.3724
2024 3677 77.4185
3853 4779 31.5517
2414 9395 17.7704
3868 2571 4.88343
148 3727 43.4461
4405 6697 58.8145
7425 2798 75.5452
2581 9126 7.17045
6909 23 87.8568
1109 3363 25.7042
834 2646 29.939
8418 8159 94.8171
4835 6450 64.3407
400 8289 16.973
7580 804 42.1038
3965 3452 99.9458
1416 8866 83.9543
9789 4733 0.736113
106 9412 67.9372
1697 5786 26.4753
3512 1208 34.3329
8292 4441 71.581
7138 4174 43.6609
7620 2960 0.522711
1519 9632 16.5358
3944 5850 30.0272
5099 8414 64.88
3085 3860 33.8084
6347 1787 73.0029
2211 4355 95.2614
9786 4151 51.4064
8565 7288 7.38067
6983 2521 58.2051
9116 4050 12.0481
9638 7737 62.0074
1044 9547 0.612021
4560 1243 78.433
166 6401 59.573
3903 9924 79.5134
8861 8209 51.1627
1015 9401 0.625313
8607 4021 34.6966
5482 274 53.5862
1624 6960 41.1495
7263 304 51.3028
4110 1882 96.502
6002 3696 51.9826
6852 2769 38.3791
7191 9098 94.459
3050 92 50.565
5684 541 98.2314
3107 9656 56.1043
2253 8397 65.9541
8260 1270 29.2091
3928 5445 66.279
8553 4039 65.058
5323 3016 55.0688
2438 828 17.5417
3900 399 69.0597
643 2621 88.0461
4120 642 41.1245
1314 3511 81.7504
820 6288 22.2453
4169 283 77.7214
9047 5636 58.6732
3079 7354 56.0104
4701 8358 79.809
7279 9996 5.92042
1053 6534 38.5549
6937 9438 37.5813
3757 1189 0.229167
5374 5434 36.2961
1963 662 97.7991
2139 5255 7.1269
9366 8605 49.6461
4046 3098 13.2805
1601 3402 82.1661
4242 7228 62.1971
991 5517 59.8258
1265 1112 24.3815
9873 3306 88.4778
3539 8472 11.616
9955 4469 57.059
2728 9368 49.685
6074 3036 18.9426
700 9872 47.4796
192 7435 2.18587
1386 5249 83.9758
3776 1857 28.2987
682 4196 90.6322
3599 139 13.6641
9414 7246 95.59
712 1252 50.3524
5039 8989 3.63164
9249 2677 68.619
1995 5383 95.402
2999 3788 6.12434
7841 3941 4.41939
7642 7257 95.1257
298 8736 19.3233
9334 6777 36.5083
4985 5049 51.9982
144 1501 71.4306
1536 327 53.6044
6303 7704 4.70864
1148 737 70.4015
2252 3385 15.7688
710 619 4.35274
7409 756 71.6367
3713 5900 76.3224
1780 7428 37.6279
9531 9884 12.7203
6928 4001 96.3859
1664 2180 65.651
9002 6336 74.1316
8323 5085 84.9165
3894 9204 52.8287
9582 5313 14.4038
7264 7344 32.8371
8495 9424 35.4693
5937 7672 15.1719
3619 281 44.3551
5086 7776 39.2401
4538 335 12.6612
154 5658 15.0732
5656 1877 18.1258
4945 4649 60.2415
3757 4332 72.2392
1239 5196 74.7056
3636 2462 20.8807
5700 4567 48.1891
2432 5195 69.4264
6319 2332 49.5768
6415 9059 74.2813
3363 7397 26.954
1120 9844 54.4981
6356 1970 71.5883
2932 1840 88.9065
2197 2599 34.538
5436 9771 81.0643
846 3105 93.5754
4269 5108 38.8846
4899 7067 60.1475
1963 2652 62.1902
8594 8957 60.3083
3273 158 94.8534
166 1380 14.1783
8420 2275 94.2472
3300 8385 62.8411
3183 8649 20.3318
1511 1961 34.892
8985 378 37.9675
313 3488 38.1806
2789 7271 92.0921
269 6276 49.2046
8272 2480 74.4547
9613 5867 76.2122
9026 5247 28.1752
6091 1887 33.5296
8704 7353 2.1075
9014 6095 64.2674
9299 3659 93.0842
4811 4537 12.9452
1853 2767 46.2947
1424 6800 29.6566
9776 1091 37.589
1545 8614 10.1985
4915 177 6.20846
2017 2006 66.8216
8944 9204 29.9082
5702 2965 23.1688
8346 7324 98.5527
1940 1374 12.6922
8538 5693 58.2502
4740 1369 2.58409
8007 9488 46.303
5533 6701 65.7986
975 3966 20.2721
317 589 48.0014
7753 5911 94.5262
8701 4174 86.7424
2557 7776 60.8217
8487 3319 51.0158
4664 3020 71.0591
4766 1198 41.5409
2190 2255 50.6841
5365 6013 93.3204
158 318 91.0374
6536 4997 34.2834
285 9433 17.8252
7638 685 21.4128
6930 7513 74.5118
5819 7848 70.0855
6299 6391 68.263
5467 7656 74.6141
8975 1987 29.0066
4160 1201 25.8252
3437 4206 27.9489
1475 7216 55.2893
7765 9616 11.2991
4 8715 63.5521
5427 6517 5.43764
6935 2623 85.5153
7169 3983 29.0328
67 8880 92.3639
8750 3922 55.6892
8435 6309 27.3816
7619 3835 76.3343
9346 7604 92.3537
3898 7985 32.7595
6959 3321 65.2541
5296 7306 86.1736
8196 2073 88.3919
5666 9985 10.8088
1088 3286 54.2477
8553 4679 94.0977
3398 5469 9.61369
9102 8847 97.0347
8704 2738 33.5763
3294 4996 37.0228
431 750 33.5801
4230 9227 55.643
8864 1062 71.3096
8619 614 20.0986
6692 4564 56.623
5152 3005 24.7579
8209 3990 57.9606
3066 9654 83.4088
7782 9109 2.77469
2202 9772 7.27085
1616 3932 14.0451
3207 9781 38.2235
818 2274 80.6619
4412 7206 47.4837
3524 3827 96.288
7790 298 65.5114
6088 2643 18.7698
4698 3974 81.9618
5635 4645 47.5747
7890 3088 29.6335
9170 3180 7.05248
8550 2181 47.4274
5950 9323 48.1754
7137 2215 98.5716
3604 3602 80.5747
9114 1685 83.5897
6563 5664 43.1725
2055 3783 56.4682
9695 7732 81.3874
9294 8896 99.7163
7044 9010 56.6284
5912 7801 84.3268
8801 9735 1.5516
8371 4199 17.9288
5720 558 91.5398
9253 5789 44.0628
286 1320 11.8086
166 9722 18.1819
18 6756 97.2453
140 2060 44.0333
5797 2317 0.54896
592 8315 53.1327
2225 2793 18.7625
6048 1085 20.8153
9457 7900 60.2594
2628 3435 86.3115
8782 720 28.7061
3737 8622 87.19
304 1109 72.9153
6052 3940 77.3399
393 6804 18.0096
9099 3759 95.7836
5512 7139 52.5549
6149 585 82.1429
8745 2096 32.6765
1334 4351 81.2997
140 3299 97.7945
2885 7173 17.9721
3731 73 42.9046
1660 6647 30.3309
7102 6681 80.2701
2340 3478 9.87464
7374 3053 93.1079
9508 2843 98.7541
7564 5841 34.6575
3339 7736 5.70427
9120 934 83.099
5178 9314 18.9853
6033 7924 1.57585
3515 1934 71.1725
2887 3170 43.3528
261 2531 59.3841
7844 9424 69.9607
8932 7550 55.4831
1283 2292 18.9654
2966 9039 95.2589
5487 2641 94.4285
447 7167 94.8939
7778 1668 87.6942
6596 2840 44.7019
2784 8230 56.6273
4681 7290 17.0765
2086 6146 17.4352
5718 6408 57.505
7734 1727 59.5412
5414 5949 97.4101
5529 9247 92.1585
7105 8009 96.7444
6145 6997 68.2939
8807 4408 19.2704
154 15 98.9436
1432 4145 14.8841
5717 4151 46.7386
2454 9846 37.7155
1415 4512 37.3304
1846 6837 46.4553
3947 206 28.9267
1789 9612 43.2374
918 1867 25.2526
59 2763 30.4786
1974 4612 44.63
6877 1109 55.8383
1326 4919 97.3388
1466 8803 43.4742
6918 452 46.8121
8999 6768 1.65641
1799 6105 3.18863
758 8816 35.1584
8952 218 15.4643
6569 7117 62.8968
9755 3166 45.7846
5036 8727 31.9471
9346 4512 68.9429
4837 7083 41.3154
6101 3205 8.41387
6575 9516 56.3251
1157 5202 59.7817
7918 2458 43.9454
4000 4493 90.1627
2798 8270 19.5905
9946 7805 97.5763
877 4664 18.502
6725 1376 66.514
7484 7934 94.1677
2176 3859 52.0188
8530 7581 92.973
6092 7878 22.109
7351 485 61.4185
1065 9971 56.7702
1056 2467 58.7326
2311 6102 79.5856
9573 9135 13.3988
5200 2020 95.9578
2453 7074 68.5188
5486 1366 41.7499
8271 8335 31.4113
5723 2200 41.5775
3180 8377 62.9821
2851 6117 94.5331
6107 5870 30.49
3210 5340 10.9013
4952 4786 99.0336
6342 357 55.636
8713 2378 31.2525
4263 3340 24.2727
1936 9365 45.3726
6676 7324 58.1254
7822 9958 74.5533
2603 3528 68.0544
6623 2345 46.837
8820 2362 36.4584
4522 174 59.4973
626 6627 21.2204
3279 8230 32.8281
8989 7188 32.7175
7703 5560 78.2786
7945 8977 50.6355
7946 4878 60.5385
3515 1542 53.7496
3469 8856 56.8915
5734 3970 6.72823
1050 4192 74.2146
3734 73 74.0584
6164 3349 62.0285
3427 3922 21.4534
9572 5204 6.60952
1939 9165 79.1124
4899 5172 38.751
2356 2339 45.4789
4029 3294 36.4928
8160 4459 4.48332
4811 3440 16.0441
9625 5886 47.026
598 5945 18.8301
5920 2033 45.1919
4235 7454 47.4358
1998 6103 94.4915
6314 6994 85.382
9334 6225 58.051
69 6442 32.4753
1185 6022 83.3443
7199 9037 3.64128
6315 6725 2.68114
4051 9452 35.8623
8527 6944 37.2302
4475 574 63.6713
1532 6371 53.8402
1379 4664 78.5885
8524 4672 21.06
7013 9331 74.7039
5210 8001 82.1228
3299 7969 1.83403
266 4623 7.63321
4424 2051 37.6825
6422 9577 85.623
3360 5257 60.5745
1572 2334 0.456527
1425 2580 18.8986
5519 1002 87.2317
5523 9120 15.734
338 3616 58.3404
3711 9695 42.7514
9497 6904 78.0185
994 8044 81.3122
2154 4601 43.365
6489 8653 77.7116
1305 3590 99.1981
8901 3857 7.31817
8803 3038 34.0923
6989 6652 44.2756
3085 6687 37.1014
7565 2112 47.8734
4129 7424 81.4228
7585 7641 99.3367
1646 778 89.7515
2055 8387 21.8498
2893 2632 39.6558
1765 3498 60.8005
8429 8596 21.0458
5518 6794 87.1905
5604 3348 65.0446
6154 7955 64.5116
4108 5259 88.8666
5912 8923 41.3332
8995 4565 33.4273
3618 5777 82.8544
1895 4030 30.0806
4874 9978 61.3162
4603 4757 97.7586
4179 3376 42.2281
5781 1795 51.576
9788 7025 14.2159
4545 9393 30.6096
5275 6062 4.325
6361 7707 86.4811
4176 4680 55.1664
6584 1393 84.4231
4265 5278 23.5047
1585 2262 51.7313
7231 8968 61.3072
8384 1398 10.0141
4176 7598 2.64084
8562 2452 42.0117
175 9168 0.848869
7822 2455 7.34944
4507 3161 39.1818
2845 907 16.6848
8992 6971 16.9337
1410 4187 57.9192
4226 9470 80.011
4610 6109 36.4397
3018 263 26.9027
1294 9435 69.6231
3288 5674 46.8656
2077 5994 38.9225
5444 3912 1.2726
2946 5231 3.87201
9873 7596 94.4432
1441 8346 82.4771
6658 7446 27.5041
3782 1466 89.5496
5330 6139 70.4613
7436 8582 39.6737
696 4160 71.2985
4026 9143 15.8166
3438 830 52.5545
8102 2546 80.5296
6805 9655 26.4009
4578 9614 41.7103
3063 62 8.30028
5170 3120 10.9849
6351 4301 97.1017
9463 6093 94.0325
7938 487 57.3899
5459 7907 22.9075
2020 6859 31.1178
5984 336 93.9942
1152 3445 15.517
8882 5307 68.2014
6330 4370 10.0325
9695 5530 72.3651
6603 7232 25.3013
1031 174 1.84002
1280 3311 80.1358
1542 7242 62.1141
8806 6842 93.2728
9943 4189 72.5593
7303 68 90.6752
5873 4468 87.2712
8760 6405 48.9703
5124 9797 77.9502
4786 8106 22.9406
2077 3309 34.1467
5463 572 57.9332
4124 9514 3.9406
3016 7229 45.3201
5760 1791 7.38489
756 7369 33.3994
7402 853 58.4779
5767 3674 22.4159
5187 46 6.27176
8390 8348 43.1453
1823 7470 6.09244
3349 8382 79.6138
3054 1864 1.90979
5672 5528 16.3998
7313 6653 88.382
6325 4379 1.9277
5096 6322 66.3891
1263 8885 42.6893
6984 9589 65.8566
7843 6881 71.2938
1826 712 0.626919
3194 6338 60.9209
8141 9630 40.3103
5482 3054 74.5914
422 5733 25.49
3721 452 15.3669
6092 7492 45.8644
5068 9679 77.3723
7155 3030 93.0855
530 3943 9.09245
9466 1313 74.7695
4338 9358 27.6454
9842 4679 9.55059
6592 3612 79.0399
139 3453 76.1744
5462 1955 8.6905
1979 3325 64.2545
3335 7980 87.8298
8584 1457 96.5505
5943 8846 33.4456
8571 8616 15.1529
9240 7775 3.25214
5529 1676 66.6182
8532 3802 7.52853
4416 4883 16.2797
2031 5893 40.9094
2761 6433 3.71027
3775 7426 27.7233
9640 2816 87.2436
6553 6042 69.8571
3584 9176 71.0746
4264 2736 23.3899
4089 6368 95.1343
8126 6743 49.9245
7397 929 45.9209
8949 5450 86.6215
8524 6955 11.3175
6448 9928 57.3051
9776 6037 52.3588
8446 9461 70.6459
6208 8185 5.87511
8595 8179 51.2387
8050 4110 47.2505
5726 7030 66.6848
1260 7020 87.4576
2446 3955 62.993
6033 4772 48.5323
4080 1203 33.1228
8875 696 0.355559
4557 8507 66.2572
2254 4077 86.8247
9474 1238 98.0449
3178 1339 60.6667
7369 4086 83.8898
9413 3873 18.4619
8625 1307 2.01012
4426 4517 39.9775
8811 3706 19.6821
7950 2995 8.34963
9314 9043 87.8339
5906 7659 23.853
8662 6293 69.3837
7439 522 70.0411
5248 7116 93.6559
1641 1024 55.1744
3000 9647 78.8226
4722 1242 48.41
9306 5203 47.3765
1614 6457 85.1794
7708 3057 53.7905
880 5016 76.0923
5978 5025 42.7318
1053 3001 43.1095
949 7138 51.7478
9410 1286 68.4136
3683 5018 9.91003
1993 7641 90.6871
3134 1797 16.2128
5748 6620 19.7127
2694 4637 24.471
3583 2257 46.2105
4301 3323 62.4777
3120 2028 67.0117
6453 8054 91.3578
3012 611 2.75225
8882 2767 2.26792
5692 8675 35.7221
7760 3843 69.1525
28 925 46.0747
3688 9733 11.6457
7746 4123 14.6405
1636 5469 3.07068
1452 7268 55.6865
3672 1518 11.0081
4551 9273 79.0719
4288 2210 97.6263
289 6417 15.507
6138 8236 69.2478
2142 2574 8.95786
4430 4572 35.4574
5054 5680 2.01726
8377 3904 8.9306
5135 2127 94.7925
4884 8627 42.9671
2323 1893 39.912
4161 8628 77.3832
6412 1653 72.2873
9249 5804 98.0756
3253 5196 76.6561
7129 348 32.8748
1047 3058 43.3335
3398 9040 90.0388
8961 4551 41.2447
3956 9261 10.4163
4812 75 29.7227
6227 2822 98.8177
8582 6200 90.581
4537 9714 57.3053
4123 4306 60.1853
5008 4188 73.4486
3198 3444 83.9407
3851 1512 24.1572
4966 3921 30.884
892 1487 76.5633
9684 2048 42.2217
5915 9600 88.5998
4206 1252 37.3048
5620 188 93.9112
4867 1743 0.538425
4379 5210 18.423
8526 1223 93.1648
5695 8205 55.0745
7677 2079 83.4718
6143 5424 88.8147
2445 7240 28.5846
1033 1570 50.6528
8593 5120 41.3303
6361 1617 39.3483
2071 8716 25.1553
8320 909 50.5737
313 611 13.5251
5356 2267 45.081
4077 1982 77.8163
3954 1707 41.5327
8181 6231 88.7721
5541 1092 37.1789
9562 9085 11.5086
5962 5458 87.9613
9046 6715 10.8089
8296 3726 20.0837
3124 8765 21.7828
4165 2781 5.54119
